------ Current Surface: Coil-Plasma -------
Number of fourier modes in table
151
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
   106     0 -1.942077230317805E-05  1.781647294550695E-04  2.621729531716798E-05  1.034729009849471E-05 
   107     0  2.623245973456989E-05  1.796523254113635E-04 -4.286497896745236E-06 -9.724901164729128E-07 
   108     0  4.865628959646680E-05  1.286297279317842E-04 -2.716631956085120E-05 -8.925593609671785E-07 
   109     0  1.215039469663952E-06  1.245546309871408E-04 -2.751627120700175E-05 -1.560767753902597E-05 
   110     0 -3.817781616550922E-05  1.864460313557565E-04  2.378307756594128E-05 -1.462743337645624E-05 
   111     0 -2.254150428872292E-05  1.983450466437768E-04  2.849503921802184E-05  1.453378196706625E-05 
   112     0  6.033099285143912E-06  1.996534911485051E-04  3.663676892393377E-05  2.109005829079399E-05 
   113     0  2.332849560150780E-05  1.582506541350992E-04 -6.724624822190386E-06 -1.117322610014453E-06 
   114     0  2.834431254656138E-06  1.232030299728858E-04 -2.978101307697725E-05 -1.324044127282372E-05 
   115     0 -6.879044926828471E-06  8.265963245756619E-05 -1.756113568835150E-05 -6.663767416454136E-06 
   116     0  6.392556804337162E-06  1.396325720018217E-04  6.058939053122249E-06  4.061877924297512E-06 
   117     0  8.077787942677734E-06  1.641939703222305E-04  1.564068915609543E-05  4.981463985837171E-06 
   118     0 -1.661925468199963E-05  1.659889126506510E-04  8.024776803221783E-06 -1.104114498513886E-05 
   119     0 -2.073499830095607E-05  1.160428348961171E-04  2.268331437457675E-05  2.028473824332031E-06 
   120     0 -3.620091180067620E-06  1.142308716487551E-04  3.314997209781622E-06  2.226765184201038E-05 
   121     0  3.600812989705390E-05  1.054499227683196E-04 -7.454993221721302E-06 -3.961240510879758E-06 
   122     0  3.391777597115850E-05  1.008769978388440E-04 -2.292542301896145E-05 -1.613228086801107E-05 
   123     0 -2.976179262438587E-05  1.032362792997060E-04  4.697069900786201E-06 -2.455224101088719E-06 
   124     0 -5.043214392342122E-05  1.089632109940318E-04  4.230722125142637E-06 -4.528864347995459E-06 
   125     0  8.458781150772887E-06  1.260070098956558E-04  4.103335374625149E-05  7.234721925546410E-06 
   126     0  4.035909880739873E-05  1.212188674543720E-04  2.017416620111497E-05  1.818830035369153E-05 
   127     0  8.193896986807651E-06  9.614198175852033E-05 -2.313699305070839E-05 -4.026584282831336E-06 
   128     0 -1.436263937377625E-05  3.498412317598179E-05 -4.075445984675900E-05 -1.424493298153334E-05 
   129     0 -1.556077527318882E-05  6.510404696037872E-05  6.033693639547397E-06  2.301257089430677E-06 
   130     0  2.214683296646376E-06  9.073928668971677E-05  3.120362985707698E-05  9.700430959398682E-07 
   131     0  1.235321502405512E-05  1.081585783207592E-04  1.997007240031104E-05 -6.368886742002394E-06 
   132     0 -4.776738927667333E-06  8.372437829994167E-05  8.110859416794268E-06  1.054765750818955E-06 
   133     0 -1.413876943639337E-05  8.107321587821126E-05 -1.015908254181115E-05  1.249447714212607E-05 
   134     0  1.104880466571695E-05  4.792435728858683E-05  5.178145081023352E-06  7.360178497463536E-06 
   135     0  2.353273808527184E-05  4.057540463625645E-05 -9.464039150204008E-06 -5.394098462597156E-06 
   136     0 -3.737065386383372E-06  4.372484569851917E-05 -5.835597130234724E-06 -1.752769795751994E-05 
   137     0 -3.795036204550228E-05  6.654481425267987E-05 -5.220305134458579E-06 -4.041712217139083E-06 
   138     0 -8.938365822978516E-06  7.199583715799194E-05  2.975245219891546E-05  4.237156366809144E-06 
   139     0  3.289097633466351E-05  4.115255468004745E-05  1.493124241169837E-05  1.845288697574774E-05 
   140     0  3.171994046667616E-05  3.847607263659853E-05  3.485073985542765E-06  8.686111682886839E-06 
   141     0 -2.276418795599402E-05  3.772987128580395E-05 -2.415413618519550E-05 -1.406582068886731E-05 
   142     0 -3.485854199540148E-05  3.598587458115654E-05 -4.070537453309104E-06 -1.601482189799392E-05 
   143     0 -1.618075208060670E-06  4.202872384918044E-06  1.419124898484493E-05  4.526355163367725E-06 
   144     0  2.846778552004306E-05  3.003673241158725E-05  1.011709615885982E-05  8.538167353106527E-06 
   145     0  2.212026298327645E-05  3.000282110507383E-05  5.826918011432674E-06 -5.649487394536201E-07 
   146     0 -1.772383636113343E-05  5.059989125823531E-05  1.313063392186193E-05  4.227371115097214E-06 
   147     0 -2.914314835067507E-05  1.869542434872186E-05  1.926702973941527E-06  1.403659225046410E-06 
   148     0  3.886696182946135E-06 -1.295831136004518E-05 -2.949120562692641E-05 -7.084793063674802E-06 
   149     0  3.455036053421139E-05 -1.749607584279106E-05  4.523680415829478E-06 -4.019992468208123E-06 
   150     0 -2.646359895334473E-06  1.947757981919109E-05  1.159064712293679E-05  6.146635090328113E-06 
